video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,commentCount,duration,definition,durationSecs,dayPublished,tagCount
7AT5QInh-r4,Be Kind Rewind,Actresses Who Direct: Barbra Streisand and Ida Lupino,"In this video I talk about two actresses who became directors: Ida Lupino and Barbra Streisand. I’ll explore how they became directors as well as the gendered experiences that affected both their leadership styles on-set and the ways in which their work was received. 

Did you know that through December 1, Turner Classic Movies is launching TCM Presents Women Make Film each Tuesday evening beginning at 8PM ET. It all centers around the U.S. TV Premiere of Mark Cousins’ 14-part docuseries, Women Make Film: A New Road Movie Through Cinema. They will also be airing 100 classic and contemporary films by women from around the globe. Learn more about Women Make Film here: https://bit.ly/3jeUiqJ
 
Subscribe to Turner Classic Movies channel: https://bit.ly/32Edw45

THANK YOU to my Patrons! 

https://www.patreon.com/bkrewind 
twitter.com/bkrewind 
instagram.com/bk_rewind 

Music from Epidemic Sound

Full Films: 

Outrage: https://www.youtube.com/watch?v=FCRemHI0usY 
Never Fear: https://www.youtube.com/watch?v=RRjMjX2xwIg
Not Wanted: https://www.youtube.com/watch?v=qmlMWqRKokk
The Hitch Hiker: https://www.youtube.com/watch?v=XIeFKTbg3Aw
Hard, Fast, and Beautiful (the title of this film is ridiculous…obviously she didn’t choose it, Howard Hughes did): https://www.youtube.com/watch?v=BZGqcNAnawM
The Bigamist (the first time an actress directed herself in a major US film): https://www.youtube.com/watch?v=c9SxWhURBYA

Road House (which Ida did not direct, but she’s in it so a good intro if she’s new to you): https://www.youtube.com/watch?v=b0uw0DZs7bs",,2020-10-28 20:00:28+00:00,104985,6038,642,PT31M9S,hd,1869,Wednesday,0
VgryC22O3xw,Be Kind Rewind,Q&A with BKR: On Classic Films and the Channel!,"Took some time off so I don't have a new video for you yet...but here is an underwhelming attempt at serving content anyway!

DON'T FORGET TO VOTE. go to vote.gov for more information. 

Movies: https://letterboxd.com/bkrewind/list/bkrs-current-100/

THANK YOU to my Patrons! 
patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind",,2020-10-02 18:43:56+00:00,49722,4912,906,PT21M22S,hd,1282,Friday,0
SBWaQUabpus,Be Kind Rewind,Why Audrey Hepburn Won Best Actress for Roman Holiday  | 1954,"In this video I talk about Audrey Hepburn’s debut performance in Roman Holiday, the Oscar race of 1953, how the press received this brand new star, and the parts of Audrey’s story that are often overlooked. 

THANK YOU to my Patrons! 

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound

Dutch Girl by Robert Matzen: https://www.indiebound.org/book/9781982623081

Full Films: 

The Moon is Blue: https://archive.org/details/MoonIsBlue

Lili: https://archive.org/details/LiliOldFilm

Roman Holiday is streaming on Amazon Prime!",,2020-08-31 18:07:06+00:00,270553,12803,1050,PT18M17S,hd,1097,Monday,0
Q11MGI6L8mo,Be Kind Rewind,Why THE HELP?,"'The Help' trended in Netflix's Top 10 in the wake of recent protests. I took a look at 'The Help' and films like it to understand how Hollywood packages racism as entertainment and why the industry is...not good at it. 

Full Films:

Uptight: https://www.youtube.com/watch?v=gam5QLZaYlk
Pinky: https://www.youtube.com/watch?v=P6X-uCP_1c0
The Intruder: https://www.youtube.com/watch?v=LMLBxJICfCI
The Quiet Ones: https://www.youtube.com/watch?v=h5c5Ny9n9UE&t=897s

Raquel Gates’s NYT Op-Ed: https://www.nytimes.com/2020/07/17/opinion/black-film-movies-racism.html?smid=tw-share
Armchair Auteur: https://www.youtube.com/watch?v=AWcIW23UJeI
John Oliver:  https://www.youtube.com/watch?v=hsxukOPEdgg

THANK YOU to my Patrons! 

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind
Music from Epidemic Sound",,2020-08-07 15:41:52+00:00,191604,10616,1232,PT21M38S,hd,1298,Friday,0
lWYISEEl2dI,Be Kind Rewind,The Feud of Bette Davis and Joan Crawford | 1963: Pt. 2,"In this video, I take a look at Bette Davis and Joan Crawford's relationship (or lack thereof) and its implications on the 1963 Best Actress race. I also give Ryan Murphy's Feud a ""big ol' mess"" out of 10, and make the case for realistically portraying the feud in the future. 

Part 1: https://www.youtube.com/watch?v=URwdDUt6pCA&t=1s

Olivia de Havilland vs. FX shirts here! 100% of proceeds go to the Okra Project to combat food insecurity of the Black trans/GNC community: https://www.bonfire.com/bekindrewind/

THANK YOU to my Patrons! 

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2020-07-05 14:27:01+00:00,1158232,20953,2520,PT49M15S,hd,2955,Sunday,0
URwdDUt6pCA,Be Kind Rewind,Joan Crawford Accepts Anne Bancroft’s Oscar | 1963: Pt. 1,"In 1963, Joan Crawford accepted Anne Bancroft’s Oscar in her absence…which apparently made Bette Davis really angry. That usually becomes the story when people talk about this year, so in this video, I’m going to talk about Anne Bancroft’s journey to her Oscar. My next video will dive into Bette and Joan’s alleged feud, culminating in this night. So…SmAsH tHaT BeLL fOR NoTiFIcAtiOnS!!!

THANK YOU to my Patrons! 

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2020-06-13 15:43:49+00:00,290445,10385,1058,PT21M2S,hd,1262,Saturday,0
wYwufGqkDP4,Be Kind Rewind,Movie Recs | What to Watch with Mrs. America,"I've really liked Mrs. America and pretty much devised a film course about it on accident. 

Letterboxd: https://letterboxd.com/bkrewind/list/what-to-watch-with-mrs-america/

Jeanne Dielman
rent: https://www.amazon.com/Dielman-Commerce-Bruxelles-English-Subtitled/dp/B071DWQP75
stream: Criterion Collection

Chisholm ’72
rent: http://www.youtube.com/watch?v=Oz8d5PWe5c8
stream: Amazon Prime

9 to 5
rent: http://www.youtube.com/watch?v=_mlI_lBikPI
stream: Hulu (with Starz), Sling

Born in Flames
rent: https://itunes.apple.com/us/movie/born-in-flames/id1338045912
stream: Amazon Prime

Claudine
rent: https://www.amazon.com/Claudine-Diahann-Carroll/dp/B00007AJG2

The Watermelon Woman
rent: http://www.youtube.com/watch?v=ZDI9e0qNQ-Q
stream: Amazon Prime

One Sings, the Other Doesn’t
rent: https://www.amazon.com/Sings-Other-Doesnt-Thérèse-Liotard/dp/B06ZZ1MPJ4
stream: Criterion Collection

THANK YOU to my Patrons! And special thanks to Cody Love.

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2020-05-19 16:57:22+00:00,96933,4992,544,PT22M41S,hd,1361,Tuesday,0
-5SRVg9CQFM,Be Kind Rewind,The United States of Toni,"Toni Collette is one of the most critically acclaimed and beloved actresses working today. Though not necessarily a household name or an awards favorite, she has demonstrated fluency in multiple genres, accents, and character types that few actors could match. In this video I break down how!

Fandor: https://www.youtube.com/watch?v=vHKnLoXICTg

THANK YOU to my Patrons! And special thanks to Cody Love.

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",['Toni Collette'],2020-04-26 14:30:34+00:00,180328,11528,1465,PT16M13S,hd,973,Sunday,1
8mmcvgd8XF0,Be Kind Rewind,#OscarsSoWhite: From Anna May Wong to Awkwafina,"Go to https://NordVPN.com/bekindrewind or use code BEKINDREWIND to get 70% off a 3 year plan plus 1 additional month free. 

The story of Asian and Asian American women in the acting categories at the Oscars is one of absence. In this video I give a basic overview of the barriers these women have faced in casting and how America's geopolitical relationship with Asian countries has affected hyphenate identity in media. 

THANK YOU to my Patrons! And special thanks to Annie Wang and Cody Love.

patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2020-03-24 21:51:09+00:00,209234,11179,1664,PT21M10S,hd,1270,Tuesday,0
pyprnJ8WCtA,Be Kind Rewind,Jessica Lange: From Kong to Blue Sky | 1995,"Jessica Lange overcame a ""dumb-but-pretty"" stereotype from 1976's Kong to become one of the most revered actresses of the 1980s. In 1995, she won her second Oscar for a film that might never have been released. In this video, I tell that story and take a look at a year that was somewhat underwhelming for women in film. 

THANK YOU to my Patrons!
patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound","['Jessica Lange', 'Best Actress Oscar']",2020-02-17 15:40:12+00:00,171263,6712,784,PT19M57S,hd,1197,Monday,2
cg2pUhHf46U,Be Kind Rewind,Women and the Oscars: What Is Going On?,"Thank you Skillshare for sponsoring this video. Get two months free here: https://skl.sh/bekindrewind2

In this video, I try to understand why so few female protagonists and no female directors managed to make it to the final round at the Oscars this year. Long story short, we have a long way to go before we reach equality.

THANK YOU to my Patrons!
patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound",,2020-01-14 19:20:24+00:00,278933,14946,2204,PT12M32S,hd,752,Tuesday,0
nJGZoecSmrA,Be Kind Rewind,Comparing Every Version of Little Women,"In this video, I take a look at the American major motion picture adaptations of Little Women to understand how they have changed over time (this is me acknowledging that I'm not *actually* comparing every version of Little Women). How does a 150 year old text remain relevant? And how have different filmmakers found new ways to tell this story?

THANK YOU to my Patrons!
patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound

This video used a number of great references. Among them:

The Afterlife of ""Little Women"" by Beverly Lyon Clark: https://books.google.com/books?id=fXSbBQAAQBAJ&dq=katharine+hepburn+little+women+feminism&source=gbs_navlinks_s&redir_esc=y

Little Women and the Feminist Imagination by Janice M. Alberghene and Beverly Lyon Clark: https://books.google.com/books/about/Little_Women_and_the_Feminist_Imaginatio.html?id=1eTPG_UXEbgC&redir_esc=y

A Feminist Romance: Adapting Little Women to the Screen by Karen Hollinger and Teresa Winterhalter (this is available on JSTOR)",['little women'],2019-12-26 18:00:09+00:00,1211742,33953,3742,PT24M43S,hd,1483,Thursday,1
L3DdzN6Ji7M,Be Kind Rewind,Anna Magnani and Authenticity | 1956,"Thank you Skillshare for sponsoring this video. Get two months free here: https://skl.sh/bekindrewind

Anna Magnani broke Hollywood’s traditional notion of stardom by devoting herself to authenticity. In 1956, she became the first Italian actress to win the Best Actress Academy Award for her performance in The Rose Tattoo. In this video I discuss why!

Montage of Gaga saying she's Italian is here: https://www.youtube.com/watch?v=UjcEUsArMps

THANK YOU to my Patrons!
patreon.com/bkrewind
twitter.com/bkrewind
instagram.com/bk_rewind

Music from Epidemic Sound","['Anna Magnani', 'The Rose Tattoo', 'Academy Awards', 'Best Actress', 'Oscars', 'Rome Open City', '1955', '1956', 'Katharine Hepburn', 'Summertime', 'Susan Hayward', ""I'll Cry Tomorrow"", 'Love is a many-splendored thing', 'Jennifer Jones', 'Eleanor Parker', 'Interrupted Melody', 'Tennessee Williams', 'Roberto Rossellini']",2019-11-25 19:02:22+00:00,126382,5708,634,PT16M45S,hd,1005,Monday,18
